ItemID,Name,ItemType,ItemTypeDisplayName,Description,HeartgemRuneTooltipTitle,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,NoBindOnPickupChance,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,OnEquipObjectiveId,ForceRarity,RequiredLevel,RequiredTradeskillRank,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,HeartgemTooltipBackgroundImage,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,IsRequiredItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageLootTags,SalvageGuaranteedPerkCount,SalvageAchievement,SalvageEntitlementId,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup,EventId,AttributionId,ObtainableReleaseVersion,MountItemAppearance,ExclusivelyForWarCampTier,RequiredExpansionId,NotDroppable,NotDroppableNotificationOverride,ScheduleId,FFAConvertedItemId
Expedition_Box_S1_Tempest,@Expedition_Box_S1_Tempest_MasterName,Resource,@ui_itemtypedescription_resource,@Expedition_Box_S1_Tempest_Description,,Resource+LootContainer,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,60,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Seasons/s1_box_expedition_tempest.png,lyshineui/images/icons/items_hires/s1_box_expedition_tempest.png,,10000,0,,,,,60,600,,,1,1,0,,[LTID]Expedition_Box_S1_Loot,,,,Level:59+MinContLevel:59+ShatterMtn00+Corrupted+Named+Elite+Vroeg+Uzret+Odo+Amya+Ifel+Basir+HeadmanPang+MaidenLai+Isabella0+Isabella1+Isabella2+Neishatun+Ekheke,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,
Expedition_Box_S1_Lazarus,@Expedition_Box_S1_Lazarus_MasterName,Resource,@ui_itemtypedescription_resource,@Expedition_Box_S1_Lazarus_Description,,Resource+LootContainer,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,60,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Seasons/s1_box_expedition_lazarus.png,lyshineui/images/icons/items_hires/s1_box_expedition_lazarus.png,,10000,0,,,,,60,600,,,1,1,0,,[LTID]Expedition_Box_S1_Loot,,,,Reekwater00+Ancient+Named+Elite+Demos+Palas+NamedMage1+NamedMage2+Dolos+Damysys+Asterus+Cilla+Tolos+Chardis,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,
Expedition_Box_S1_Genesis,@Expedition_Box_S1_Genesis_MasterName,Resource,@ui_itemtypedescription_resource,@Expedition_Box_S1_Genesis_Description,,Resource+LootContainer,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,60,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Seasons/s1_box_expedition_genesis.png,lyshineui/images/icons/items_hires/s1_box_expedition_genesis.png,,10000,0,,,,,60,600,,,1,1,0,,[LTID]Expedition_Box_S1_Loot,,,,Edengrove00+AngryEarth+Named+Elite+Marl+Greenskeeper+Fulgda+Forcos+Taxodius+Sufferance+Taxxi+Odius+Kotemos+Gorgyri+Morphian+Barder+Circes,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,
Expedition_Box_S1_Barnacles,@Expedition_Box_S1_Barnacles_MasterName,Resource,@ui_itemtypedescription_resource,@Expedition_Box_S1_Barnacles_Description,,Resource+LootContainer,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,60,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Seasons/s1_box_expedition_barnacles.png,lyshineui/images/icons/items_hires/s1_box_expedition_barnacles.png,,10000,0,,,,,60,600,,,1,1,0,,[LTID]Expedition_Box_S1_Loot,,,,CutlassKeys00+Lost+Named+Elite+DryadSiren+Sirensbrute,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,
Expedition_Box_S1_Ennead,@Expedition_Box_S1_Ennead_MasterName,Resource,@ui_itemtypedescription_resource,@Expedition_Box_S1_Ennead_Description,,Resource+LootContainer,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,60,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Seasons/s1_box_expedition_ennead.png,lyshineui/images/icons/items_hires/s1_box_expedition_ennead.png,,10000,0,,,,,60,600,,,1,1,0,,[LTID]Expedition_Box_S1_Loot,,,,BrimstoneSands00+Ancient+Named+Elite+EnneadScarab+Horon+AnubianBrute+Sah+Horus+Shai+Fetket+Apis+Pluto+Crassus+Scipio+Lucius,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,
Expedition_Box_Forge,@Expedition_Box_Forge_MasterName,Resource,@ui_itemtypedescription_resource,@Expedition_Box_Forge_Description,,Resource+LootContainer,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,60,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Seasons/s1_box_expedition_empyreanforge.png,lyshineui/images/icons/items_hires/s1_box_expedition_ennead.png,,10000,0,,,,,60,600,,,1,1,0,,[LTID]Expedition_Box_S1_Loot,,,,GreatCleave01+Knight+Named+Elite+Marius+Ifrit+Skarin+Newlon+Ducas+Freyr+SerBishop+LadyBridgett+SirEld,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,
Expedition_Box_SavageDivide,@Expedition_Box_SavageDivide_MasterName,Resource,@ui_itemtypedescription_resource,@Expedition_Box_SavageDivide_Description,,Resource+LootContainer,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,60,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Seasons/s1_box_expedition_empyreanforge.png,lyshineui/images/icons/items_hires/s1_box_expedition_ennead.png,,10000,0,,,,,60,600,,,1,1,0,,[LTID]Expedition_Box_S1_Loot,,,,EXPFirstLight01+Beast+Named+Elite+GorillaDGBoss+MammothDGBoss+DeathRazor+Styx+Hodari+Zyggot+Lockjaw+Mbita+Otseha+Madhu+Truk,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,
Expedition_Box_EX1_Tempest,@Expedition_Box_EX1_Tempest_MasterName,Resource,@ui_itemtypedescription_resource,@Expedition_Box_EX1_Tempest_Description,,Resource+LootContainer,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,60,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Seasons/s1_box_expedition_tempest.png,lyshineui/images/icons/items_hires/s1_box_expedition_tempest.png,,10000,0,,,,,60,600,,,1,1,0,,[LTID]Expedition_Box_S3_Loot,,,,ShatterMtn00+Corrupted+Named+Elite+Vroeg+Uzret+Odo+Amya+Ifel+Basir+HeadmanPang+MaidenLai+Isabella0+Isabella1+Isabella2+Neishatun+Ekheke,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,
Expedition_Box_EX1_Lazarus,@Expedition_Box_EX1_Lazarus_MasterName,Resource,@ui_itemtypedescription_resource,@Expedition_Box_EX1_Lazarus_Description,,Resource+LootContainer,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,60,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Seasons/s1_box_expedition_lazarus.png,lyshineui/images/icons/items_hires/s1_box_expedition_lazarus.png,,10000,0,,,,,60,600,,,1,1,0,,[LTID]Expedition_Box_S3_Loot,,,,Reekwater00+Ancient+Named+Elite+Demos+Palas+NamedMage1+NamedMage2+Dolos+Damysys+Asterus+Cilla+Tolos+Chardis,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,
Expedition_Box_EX1_Genesis,@Expedition_Box_EX1_Genesis_MasterName,Resource,@ui_itemtypedescription_resource,@Expedition_Box_EX1_Genesis_Description,,Resource+LootContainer,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,60,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Seasons/s1_box_expedition_genesis.png,lyshineui/images/icons/items_hires/s1_box_expedition_genesis.png,,10000,0,,,,,60,600,,,1,1,0,,[LTID]Expedition_Box_S3_Loot,,,,Edengrove00+AngryEarth+Named+Elite+Marl+Greenskeeper+Fulgda+Forcos+Taxodius+Sufferance+Taxxi+Odius+Kotemos+Gorgyri+Morphian+Barder+Circes,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,,,,,,,,,,,
