ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanRollPerkOnUpgrade,CanHavePerks,CanReplaceGem,PerkSlot1,PerkSlot2,PerkSlot3,PerkSlot4,PerkSlot5,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,OnEquipObjectiveId,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,NotDroppable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,ExceedMinIndex,ExceedMaxIndex,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,HideFromRewardOpenPopup
Artifact_Set1_HeavyHead,@Artifact_Set1_HeavyHead_Name,Armor,@ui_itemtypedescription_heavy_head_slot,@Artifact_Set1_HeavyHead_Desc,Artifact+EquippableHead+Armor+Heavy,,,,1,,700,700,700,5,HeavyHead_Balanced,,,,,1,1,PerkID_Artifact_Set1_HeavyHead,PerkID_Gem_EmptyGemSlot,PerkID_Common_CDR,perkid_armor_dodgesuccess_fortify,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_Artifact_Set1_HeavyHead,PerkID_Gem_EmptyGemSlot,PerkID_Common_CDR,perkid_armor_dodgesuccess_fortify,,,,,,PerkBucket_CraftedPerkBucketRollT5Fixed,Objective_Artifact_Set1_HeavyHead,,,1,1,1,UI_Armor,m_legendaryheavyhelmet3_head,f_legendaryheavyhelmet3_head,,,,0,0,,,,,1,0,,true,,,,,,,false,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,75,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,
Artifact_Set1_HeavyChest,@Artifact_Set1_HeavyChest_Name,Armor,@ui_itemtypedescription_heavy_chest_slot,@Artifact_Set1_HeavyChest_Desc,Artifact+EquippableChest+Armor+Heavy,,,,1,,700,700,700,5,HeavyChest_Balanced,,1,,,1,1,PerkID_Artifact_Set1_HeavyChest,PerkID_Gem_EmptyGemSlot,PerkID_Armor_DefBasic,PerkID_Armor_RangeDefense_Physical,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_Artifact_Set1_HeavyChest,PerkID_Gem_EmptyGemSlot,PerkID_Armor_DefBasic,PerkID_Armor_RangeDefense_Physical,,,,,,PerkBucket_CraftedPerkBucketRollT5Fixed,Objective_Artifact_Set1_HeavyChest,,,1,1,1,UI_Armor,m_legendaryheavychest6_chest,f_legendaryheavychest6_chest,,,,0,0,,,,,1,0,,true,,,,,,,false,1,1,4,[LTID]MasterSalvageArmorLarge,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,120,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,
Artifact_Set1_HeavyHands,@Artifact_Set1_HeavyHands_Name,Armor,@ui_itemtypedescription_heavy_glove_slot,@Artifact_Set1_HeavyHands_Desc,Artifact+EquippableHands+Armor+Heavy,,,,1,,700,700,700,5,HeavyHands_Balanced,,1,,,1,1,PerkID_Artifact_Set1_HeavyHands,PerkID_Gem_EmptyGemSlot,PerkID_Common_CDR,PerkID_Armor_RangeDefense_Physical,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_Artifact_Set1_HeavyHands,PerkID_Gem_EmptyGemSlot,PerkID_Common_CDR,PerkID_Armor_RangeDefense_Physical,,,,,,PerkBucket_CraftedPerkBucketRollT5Fixed,Objective_Artifact_Set1_HeavyHands,,,1,1,1,UI_Armor,m_legendaryheavyforearms1_gloves,f_legendaryheavyforearms1_gloves,,,,0,0,,,,,1,0,,true,,,,,,,false,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,
Artifact_Set1_HeavyLegs,@Artifact_Set1_HeavyLegs_Name,Armor,@ui_itemtypedescription_heavy_legs_slot,@Artifact_Set1_HeavyLegs_Desc,Artifact+EquippableLegs+Armor+Heavy,,,,1,,700,700,700,5,HeavyLegs_Balanced,,1,,,1,1,PerkID_Artifact_Set1_HeavyLegs,PerkID_Gem_EmptyGemSlot,PerkID_Armor_DurCC,PerkID_Armor_DefBasic,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_Artifact_Set1_HeavyLegs,PerkID_Gem_EmptyGemSlot,PerkID_Armor_DurCC,PerkID_Armor_DefBasic,,,,,,PerkBucket_CraftedPerkBucketRollT5Fixed,Objective_Artifact_Set1_HeavyLegs,,,1,1,1,UI_Armor,m_legendarymediumthighs3_legs,f_legendarymediumthighs3_legs,,,,0,0,,,,,1,0,,true,,,,,,,false,1,1,4,[LTID]MasterSalvageArmorMedium,SalvageLarge_MetalT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,80,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,
Artifact_Set1_HeavyFeet,@Artifact_Set1_HeavyFeet_Name,Armor,@ui_itemtypedescription_heavy_feet_slot,@Artifact_Set1_HeavyFeet_Desc,Artifact+EquippableFeet+Armor+Heavy,,,,1,,700,700,700,5,HeavyFeet_Balanced,,1,,,1,1,PerkID_Artifact_Set1_HeavyFeet,PerkID_Gem_EmptyGemSlot,PerkID_Armor_DefGrit,PerkID_Armor_RangeDefense_Physical,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_Artifact_Set1_HeavyFeet,PerkID_Gem_EmptyGemSlot,PerkID_Armor_DefGrit,PerkID_Armor_RangeDefense_Physical,,,,,,PerkBucket_CraftedPerkBucketRollT5Fixed,Objective_Artifact_Set1_HeavyFeet,,,1,1,1,UI_Armor,m_legendaryheavycalves2_feet,f_legendaryheavycalves2_feet,,,,0,0,,,,,1,0,,true,,,,,,,false,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_MetalT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,60,,Play_UI_Pickup_Armour,Play_UI_Drop_Armour,Play_UI_Use_Armour,Play_UI_Created_Armour,Play_UI_item_broken,,,,,,,
Artifact_Set1_MediumHead,@Artifact_Set1_MediumHead_Name,Armor,@ui_itemtypedescription_normal_head_slot,@Artifact_Set1_MediumHead_Desc,Artifact+EquippableHead+Armor+Medium,,,,1,,700,700,700,5,MediumHead_Balanced,,1,,,1,1,PerkID_Artifact_Set1_MediumHead,PerkID_Gem_EmptyGemSlot,perkid_armor_durdot,perkid_armor_durdebuff,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_Artifact_Set1_MediumHead,PerkID_Gem_EmptyGemSlot,perkid_armor_durdot,perkid_armor_durdebuff,,,,,,PerkBucket_CraftedPerkBucketRollT5Fixed,Objective_Artifact_Set1_MediumHead,,,1,1,1,UI_Armor,m_harbingermediumsmile_head,f_harbingermediumsmile_head,,,,0,0,,,,,1,0,,true,,,,,,,false,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_LeatherT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,40,,Play_UI_Pickup_Leather,Play_UI_Drop_Leather,Play_UI_Use_Leather,Play_UI_Created_Leather,Play_UI_item_broken,,,,,,,
Artifact_Set1_MediumChest,@Artifact_Set1_MediumChest_Name,Armor,@ui_itemtypedescription_normal_chest_slot,@Artifact_Set1_MediumChest_Desc,Artifact+EquippableChest+Armor+Medium,,,,1,,700,700,700,5,MediumChest_Balanced,,1,,,1,1,PerkID_Artifact_Set1_MediumChest,PerkID_Gem_EmptyGemSlot,PerkID_Common_CDR,PerkID_Armor_Health,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_Artifact_Set1_MediumChest,PerkID_Gem_EmptyGemSlot,PerkID_Common_CDR,PerkID_Armor_Health,,,,,,PerkBucket_CraftedPerkBucketRollT5Fixed,Objective_Artifact_Set1_MediumChest,,,1,1,1,UI_Armor,m_wraithhunterlightnailst3_chest,f_wraithhunterlightnailst3_chest,,,,0,0,,,,,1,0,,true,,,,,,,false,1,1,4,[LTID]MasterSalvageArmorLarge,SalvageLarge_LeatherT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,60,,Play_UI_Pickup_Leather,Play_UI_Drop_Leather,Play_UI_Use_Leather,Play_UI_Created_Leather,Play_UI_item_broken,,,,,,,
Artifact_Set1_MediumHands,@Artifact_Set1_MediumHands_Name,Armor,@ui_itemtypedescription_normal_glove_slot,@Artifact_Set1_MediumHands_Desc,Artifact+EquippableHands+Armor+Medium,,,,1,,700,700,700,5,MediumHands_Balanced,,1,,,1,1,PerkID_Artifact_Set1_MediumHands,PerkID_Gem_EmptyGemSlot,PerkID_Common_CDR,PerkID_Armor_RangeDefense_Elemental,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_Artifact_Set1_MediumHands,PerkID_Gem_EmptyGemSlot,PerkID_Common_CDR,PerkID_Armor_RangeDefense_Elemental,,,,,,PerkBucket_CraftedPerkBucketRollT5Fixed,Objective_Artifact_Set1_MediumHands,,,1,1,1,UI_Armor,m_legendaryheavyforearms2_gloves,f_legendaryheavyforearms2_gloves,,,,0,0,,,,,1,0,,true,,,,,,,false,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_LeatherT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,30,,Play_UI_Pickup_Leather,Play_UI_Drop_Leather,Play_UI_Use_Leather,Play_UI_Created_Leather,Play_UI_item_broken,,,,,,,
Artifact_Set1_MediumLegs,@Artifact_Set1_MediumLegs_Name,Armor,@ui_itemtypedescription_normal_legs_slot,@Artifact_Set1_MediumLegs_Desc,Artifact+EquippableLegs+Armor+Medium,,,,1,,700,700,700,5,MediumLegs_Balanced,,1,,,1,1,PerkID_Artifact_Set1_MediumLegs,PerkID_Gem_EmptyGemSlot,PerkID_Common_CDR,PerkID_Armor_RangeDefense_Elemental,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_Artifact_Set1_MediumLegs,PerkID_Gem_EmptyGemSlot,PerkID_Common_CDR,PerkID_Armor_RangeDefense_Elemental,,,,,,PerkBucket_CraftedPerkBucketRollT5Fixed,Objective_Artifact_Set1_MediumLegs,,,1,1,1,UI_Armor,m_legendarymediumthighs1_legs,f_legendarymediumthighs1_legs,,,,0,0,,,,,1,0,,true,,,,,,,false,1,1,4,[LTID]MasterSalvageArmorMedium,SalvageLarge_LeatherT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,40,,Play_UI_Pickup_Leather,Play_UI_Drop_Leather,Play_UI_Use_Leather,Play_UI_Created_Leather,Play_UI_item_broken,,,,,,,
Artifact_Set1_MediumFeet,@Artifact_Set1_MediumFeet_Name,Armor,@ui_itemtypedescription_normal_feet_slot,@Artifact_Set1_MediumFeet_Desc,Artifact+EquippableFeet+Armor+Medium,,,,1,,700,700,700,5,MediumFeet_Balanced,,1,,,1,1,PerkID_Artifact_Set1_MediumFeet,PerkID_Gem_EmptyGemSlot,PerkID_Common_CDR,PerkID_Armor_DurCC,PerkBucket_CraftedPerkBucketRollT5Fixed,PerkID_Artifact_Set1_MediumFeet,PerkID_Gem_EmptyGemSlot,PerkID_Common_CDR,PerkID_Armor_DurCC,,,,,,PerkBucket_CraftedPerkBucketRollT5Fixed,Objective_Artifact_Set1_MediumFeet,,,1,1,1,UI_Armor,m_legendarymediumcalves1_feet,f_legendarymediumcalves1_feet,,,,0,0,,,,,1,0,,true,,,,,,,false,1,1,4,[LTID]MasterSalvageArmorSmall,SalvageSmall_LeatherT5,,SalvageCoinGrantT5,,,,,,,,,750,0.12,0,30,,Play_UI_Pickup_Leather,Play_UI_Drop_Leather,Play_UI_Use_Leather,Play_UI_Created_Leather,Play_UI_item_broken,,,,,,,
