ObjectiveID,Type,Difficulty,DifficultyLevel,MaxInfluenceLevel,FlagPvp,CanBeShared,CanFastTravel,Task,NpcDestinationId,ExclusiveTerritory,AchievementId,RequiredAchievementId,RequiredFaction,RequiredLevel,SuccessGameEventId,FailureGameEventId,ProgressionReward,ExperienceReward,ObjectiveReward,ItemRewardName,ItemRewardQty,Repeatable,CanBeAbandoned,Title,Description,PlayerPrompt,ObjectiveProposalResponse,InProgressResponse,DestinationCompletionAvailablePrompt,DestinationCompletionAvailableResponse,ObjectiveCompletionResponse,ObjectiveAcceptanceResponse,HideIncompleteTurninMarker,ReleaseEventTags,ReleaseActiveOverride,SkipReqAchievmentWhenInvalid,EntitlementId,QuestArcTag
1102_0201_abandonedduties,Journey,,46,,,,,1102_0201_d_00_Container_abandonedduties,1102_Magistrate,,11_Quest_01,11_Quest_11,,,1102_0201_abandonedduties_Success,,,,,,,,true,@1102_0201_a_Title,@1102_0201_b_Description,@1102_0201_Prompt,@1102_0201_c_Proposal,@1102_0201_e_Incomplete,@complete_available_prompt_DEFAULT,@1102_0201_f_Complete,,,,,,,,MourningdaleArc3
1105_0201_teardropgems,Journey,,47,,,,,1105_0201_d_00_Container_teardropgems,1105_Artificer,,11_Quest_04,11_Quest_01,,,1105_0201_teardropgems_Success,,,,,,,,true,@1105_0201_a_Title,@1105_0201_b_Description,@1105_0201_Prompt,@1105_0201_c_Proposal,@1105_0201_e_Incomplete,@complete_available_prompt_DEFAULT,@1105_0201_f_Complete,,,,,,,,MourningdaleArc1
1105_0202_excommunication,Journey,,,,,,,1105_0202_d_00_Container_excommunication,1105_Artificer,,11_Quest_06,11_Quest_04,,,1105_0202_excommunication_Success,,,,,,,,true,@1105_0202_a_Title,@1105_0202_b_Description,@1105_0202_Prompt,@1105_0202_c_Proposal,@1105_0202_e_Incomplete,@complete_available_prompt_DEFAULT,@1105_0202_f_Complete,,,,,,,,MourningdaleArc1
1104_0201_waterfalls,Journey,,,,,,,1104_0201_d_00_Container_waterfalls,1104_Overseer,,11_Quest_03,11_Quest_11,,,1104_0201_waterfalls_Success,,,,,,,,true,@1104_0201_a_Title,@1104_0201_b_Description,@1104_0201_Prompt,@1104_0201_c_Proposal,@1104_0201_e_Incomplete,@complete_available_prompt_DEFAULT,@1104_0201_f_Complete,,,,,,,,
1111_0201_deluge,Journey,,,,,,,1111_0201_d_00_Container_deluge,1111_Stranger,,11_Quest_02,11_Quest_11,,,1111_0201_deluge_Success,,,,,,,,true,@1111_0201_a_Title,@1111_0201_b_Description,@1111_0201_Prompt,@1111_0201_c_Proposal,@1111_0201_e_Incomplete,@complete_available_prompt_DEFAULT,@1111_0201_f_Complete,,,,,,,,MourningdaleArc2
1111_0301_roadtotruth,Journey,,,,,,,1111_0301_d_00_Container_roadtotruth,1111_Stranger,,11_Quest_07,11_Quest_02,,,1111_0301_roadtotruth_Success,,,,,,,,true,@1111_0301_a_Title,@1111_0301_b_Description,@1111_0301_Prompt,@1111_0301_c_Proposal,@1111_0301_e_Incomplete,@complete_available_prompt_DEFAULT,@1111_0301_f_Complete,,,,,,,,MourningdaleArc2
1111_0401_ancienttruth,Journey,,,,,,,1111_0401_d_00_Container_ancienttruth,1111_Stranger,,11_Quest_08,11_Quest_07,,,1111_0401_ancienttruth_Success,,,,,,,,true,@1111_0401_a_Title,@1111_0401_b_Description,@1111_0401_Prompt,@1111_0401_c_Proposal,@1111_0401_e_Incomplete,@complete_available_prompt_DEFAULT,@1111_0401_f_Complete,,,,,,,,MourningdaleArc2
1102_0301_musslebeard,Journey,,,,,,,1102_0301_d_00_Container_musslebeard,1102_Magistrate,,11_Quest_05,11_Quest_01,,,1102_0301_musslebeard_Success,,,,,,,,true,@1102_0301_a_Title,@1102_0301_b_Description,@1102_0301_Prompt,@1102_0301_c_Proposal,@1102_0301_e_Incomplete,@complete_available_prompt_DEFAULT,@1102_0301_f_Complete,,,,,,,,MourningdaleArc3
1111_0402_corruptedenergy,Journey,,,,,,,1111_0402_d_00_Container_corruptedenergy,1111_Stranger,,11_Quest_10,11_Quest_08,,,1111_0402_corruptedenergy_Success,,,,,,,,true,@1111_0402_a_Title,@1111_0402_b_Description,@1111_0402_Prompt,@1111_0402_c_Proposal,@1111_0402_e_Incomplete,@complete_available_prompt_DEFAULT,@1111_0402_f_Complete,,,,,,,,MourningdaleArc2
1102_0401_march,Journey,,,,,,,1102_0401_d_00_Container_march,1102_Magistrate,,11_Quest_09,11_Quest_10,,,1102_0401_march_Success,,,,,,,,true,@1102_0401_a_Title,@1102_0401_b_Description,@1102_0401_Prompt,@1102_0401_c_Proposal,@1102_0401_e_Incomplete,@complete_available_prompt_DEFAULT,@1102_0401_f_Complete,,,,,,,,MourningdaleArc3
