EventID,GameEventType,Level,CreatureType,RewardModifier,Reward Type,UniversalExpAmount,CurrencyReward,RewardsNotes,ItemReward,ItemRewardQty,GearScoreRange,CategoricalProgressionId,CategoricalProgressionReward,TerritoryStanding,FactionReputation,FactionTokens,FactionInfluenceAmount,FactionInfluenceSrc,AzothReward,AzothRewardChance,WhisperID,AchievementId,IgnoreEconomyTracker,EntitlementId,PVPXP,RemoveStatusEffectCategories,EmitTelemetry
13A_SQ_01_HakenstadtDoll_success,,37,Quest,,,4450,8375,,QuestReward_WF_Side_LightFeet,,,,,175,,,,,0,0,,,,,,,true
13A_SQ_02_KrummholmTransmutations_success,,39,Quest,,,4650,8625,,QuestReward_WF_Side_LightChest,,,,,175,,,,,0,0,,,,,,,true
13A_SQ_03_FreeHazel_success,,39,Quest+,,,5820,12075,,QuestReward_WF_Side_LightHands,,,,,250,,,,,0,0,,,,,,,true
13A_SQ_14_GetTorches_success,,37,Quest-,,,3340,3350,,QuestReward_WF_Side_Rubies_Pouch,,,,,100,,,,,0,0,,,,,,,true
13A_SQ_15_GetIlluminationEssences_success,,39,Quest+,,,5820,12075,,QuestReward_WF_Side_LightLegs,,,,,250,,,,,0,0,,,,,,,true
13A_SQ_16_NavarrosKitchen_success,,39,Quest,,,4650,8625,,QuestReward_WF_Side_2hStaffFire,,,,,175,,,,,0,0,,,,,,,true
13A_SQ_04_MonsterBounty_success,,37,Quest+,,,5570,11725,,QuestReward_WF_Side_2hWarhammer,,,,,250,,,,,0,0,,,,,,,true
13A_SQ_05_FindHunters_success,,40,Quest+,,,5940,12250,,QuestReward_WF_Side_Rapier,,,,,250,,,,,0,0,,,,,,,true
13A_SQ_06_KarburgHunters_success,,37,Quest,,,4450,8375,,QuestReward_WF_Side_2hBlunderbuss,,,,,175,,,,,0,0,,,,,,,true
13A_SQ_17_KillGators_success,,30,Quest,,,3800,7500,,QuestReward_WF_Side_MediumHead,,,,,175,,,,,0,0,,,,,,,true
13A_SQ_18_KillBoar_success,,34,Quest,,,4150,8000,,QuestReward_WF_Side_MediumHands,,,,,175,,,,,0,0,,,,,,,true
13A_SQ_19_KillWolfPack_success,,38,Quest,,,4550,8500,,,,,,,175,,,,,0,0,,,,,,,true
13A_SQ_20_KillWolfLeader_success,,39,Quest,,,4650,8625,,QuestReward_WF_Side_MediumChest,,,,,175,,,,,0,0,,,,,,,true
13A_SQ_07_StudyRuins_success,,34,Quest,,,4150,8000,,QuestReward_WF_Side_Pickaxe,,,,,175,,,,,0,0,,,,,,,true
13A_SQ_08_BridgeStones_success,,35,Quest,,,4250,8125,,QuestReward_WF_Side_Longsword,,,,,175,,,,,0,0,,,,,,,true
13A_SQ_09_AndrometusStones_success,,34,Quest-,,,3120,3200,,QuestReward_WF_Side_1hKiteShield,,,,,100,,,,,0,0,,,,,,,true
1333_UpperStoneRubble_interact_success,,0,Quest-,,,,,,,,,,,,,,,,0,0,,,,,,,true
1333_StoneRubble_interact_success,,0,Quest-,,,,,,,,,,,,,,,,0,0,,,,,,,true
13A_SQ_21_SwampPerfume_success,,36,Quest+,,,5440,11550,,QuestReward_WF_Side_Amulet,,,,,250,1,1,,,0,0,,,,,,,true
13A_SQ_10_FindSpouseBridge_success,,37,Quest-,,,3340,3350,,QuestReward_WF_Side_MediumFeet,,,,,100,,,,,0,0,,,,,,,true
13A_SQ_11_FindSpouseCanopus_success,,38,Quest-,,,3420,3400,,QuestReward_WF_Side_Coin_Purse,,,,,100,,,,,0,0,,,,,,,true
13A_SQ_12_FindSpouseAquaAcadia_success,,38,Quest+,,,5690,11900,,,,,,,250,,,,,0,0,,,,,,,true
13A_SQ_13_SpouseReunion_success,,38,Quest-,,,3420,3400,,QuestReward_WF_Side_Ring,,,,,100,,,,,0,0,,,,,,,true
13A_SQ_01_FogBed_interact,,0,Quest,,,,,,,,,,,,,,,,0,0,,,,,,,true
13A_SQ_28_BearUrine_success,,32,Quest,,,3950,7750,,QuestReward_WF_Side_HeavyHead,,,,,175,,,,,0,0,,,,,,,true
